;Fase;Banco;Tipo.de.tronadura;Tipo.Material;M;Dominio.Estructural;Diametro;B;S;Tiempo.entre.Pozos..MS.;TIEMPO.ENTRE.FILAS..MS.;Fc;Tipo.Explosivo;P10;P20;P30;P40;P50;P60;P70;P80;P90;P100;Este;Norte;Cota
1128;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,28;0,59;0,83;1,14;1,69;2,52;3,43;4,65;6,34;10,08;58982,38;91544,13;3470
1129;Stage 2;3470;Tronadura 2;Roca 2;L8;Norte;12,25;14;14;4;30;176;B;0,67;0,94;1,26;1,73;2,4;3,19;3,94;5,12;6,97;12,09;59136,28;91621,51;3470
1130;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,63;0,83;1,06;1,34;1,81;2,44;3,11;4,06;5,67;9,92;59234,34;91547,47;3470
1131;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;505;B;0,39;0,67;1,1;1,73;2,52;3,11;4,02;5,39;6,42;12,24;59018,98;89917,8;2870
1132;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,31;0,59;0,83;1,14;1,61;2,28;3,03;4,21;6,1;10,08;59014;91538;3470
1133;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,43;0,71;0,91;1,18;1,57;2,2;2,87;3,66;5,12;11,34;59194;91509;3470
1134;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;505;B;0,39;0,67;1,1;1,77;2,52;3,19;4,06;5,08;6,46;12,24;58996;89944;2870
1135;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,9055123;1,4566937;1,9291349;2,2440957;2,7165369;3,149608;3,7007894;4,2913409;5,3937037;7,7952798;59029;91533;3470
1136;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,7086618;1,1023628;1,4566937;1,9291349;2,3228359;2,9133874;3,3070884;4,0157502;4,9606326;6,4173263;59173;91491;3470
1137;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;505;B;0,7480319;1,1417329;1,8110246;2,5196864;3,2677183;4,330711;5,0000027;5,7480346;6,6141768;8,3464612;58990;89973;2870
1138;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,8267721;1,4173236;1,8897648;2,2047256;2,5984266;2,9921276;3,4251987;3,9763801;4,9606326;5,6299243;59064;91582;3470
1139;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,4724412;1,2204731;1,6141741;1,8897648;2,2047256;2,4015761;2,7952771;3,4251987;4,0551203;5,7480346;59140;91513;3470
1140;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;505;B;0,9448824;1,8110246;2,2834658;2,8740173;3,3070884;3,8976399;4,6063017;5,2755934;6,6141768;9,9606353;58999;89991;2870
1141;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,7480319;1,181103;1,4566937;1,7716545;2,0472452;2,362206;2,755907;3,0708678;3,543309;4,8818924;59125;91501;3470
1142;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;505;B;1,2598432;1,9291349;2,4803163;2,9921276;3,5039389;4,0551203;4,8031522;5,8267748;6,6141768;11,2992187;59001;90018;2870
1143;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;1,0236226;1,7716545;2,2834658;2,5984266;3,0314977;3,4251987;3,8976399;4,330711;5,5905542;7,7559097;59085;91598;3470
1144;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;505;B;0,9055123;1,6929143;2,1653555;2,7165369;3,3464585;3,93701;4,8031522;5,5905542;6,4173263;7,0078778;59007;90055;2870
1145;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,6299216;1,0236226;1,4960638;1,8897648;2,1653555;2,5984266;3,0314977;3,7795296;4,8425223;7,7559097;59109;91613;3470
1146;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;505;B;1,2598432;2,0078751;2,5196864;3,0708678;3,4645688;4,0157502;4,6456718;5,4724439;6,4960665;8,9763828;59017;90081;2870
1147;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,7086618;1,2598432;1,6929143;2,0472452;2,362206;2,5984266;3,0314977;3,5039389;4,2519708;6,299216;59108;91480;3470
1148;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;505;B;1,3385834;2,1653555;2,7165369;3,1889781;3,5826791;4,2126007;4,724412;5,511814;6,4960665;8,9763828;58936;89984;2870
1149;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,7086618;1,3385834;1,9291349;2,3228359;2,6377967;3,0708678;3,5039389;4,1732306;5,0000027;8,9370127;59258;91502;3470
1150;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;505;B;0,5511814;1,4173236;2,1653555;2,6771668;3,2677183;3,8582698;4,4488213;5,3543336;6,2204758;9,0157529;58972;90087;2870
1151;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,16;0,51;0,71;0,91;1,26;1,85;2,76;4,06;6,14;11,06;59330,93;91526,33;3470
1152;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;505;B;0,35;0,63;0,91;1,22;1,73;2,56;3,58;5,31;6,77;11,18;58972,57;90110,38;2870
1153;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;226;B;0,55;0,83;1,1;1,46;1,85;2,36;2,99;3,82;5,16;9,88;59102,06;91565,03;3470
1154;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,08;0,31;0,47;0,98;1,85;2,68;3,7;5,08;6,65;9,96;59492,47;91598,18;3470
1155;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;505;B;0,47;0,75;1,06;1,54;2,17;2,99;3,94;5,24;7,09;10,94;58989,14;90122,57;2870
1156;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;226;B;0,51;0,75;0,98;1,34;1,85;2,44;3,07;3,9;5,04;9,33;59072,58;91525,04;3470
1157;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,47;0,67;0,91;1,18;1,61;2,2;2,8;3,58;4,96;8,7;59470,05;91576,83;3470
1158;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,47;0,63;0,79;0,94;1,22;1,81;2,56;3,62;5,12;8,43;59045,65;91509,46;3470
1159;Stage 2;3455;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;4;30;180;B;0,47;0,67;0,83;1,06;1,42;2,13;3,07;4,88;6,77;9,69;59607,99;91838,42;3455
1160;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,67;0,87;1,1;1,42;1,85;2,36;2,99;3,74;5,04;10,83;59079,56;91470,43;3470
1161;Stage 2;3455;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;4;30;180;B;0,35;0,55;0,79;1,1;1,65;2,36;3,23;4,49;5,94;10,35;59599,52;91880,16;3455
1162;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;528;B;0,35;0,55;0,87;1,34;2,17;3,07;4,17;5,28;7,28;14,96;58991,84;90151,72;2870
1163;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,63;0,91;1,14;1,38;1,69;2,09;2,8;3,71;4,76;9,41;59056,63;91469,47;3470
1164;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;180;B;0,59;0,79;0,98;1,22;1,57;2,05;2,83;4,16;6,5;10,94;59555,56;91863,81;3455
1165;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;528;B;0,08;0,31;0,59;0,91;1,57;2,76;4,21;5,69;7,99;12,95;58985,47;90193,07;2870
1166;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;180;B;0,47;0,71;0,98;1,38;1,89;2,48;3,11;3,9;4,88;9,25;59514,98;91843,13;3455
1167;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;528;B;0,12;0,43;0,71;1,1;1,81;2,87;4,21;5,63;8,7;13,7;59005,28;90247,04;2870
1168;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;528;B;0,6692917;1,968505;2,5984266;3,2283482;3,8976399;4,5275615;5,0393728;5,6692944;7,0472479;8,8582725;59012;90258;2870
1169;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;180;B;0,1968505;0,4330711;0,6299216;0,9055123;1,3779535;1,8897648;2,6771668;3,8188997;5,9842552;10,3543363;59503;91828;3455
1170;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;180;B;0,6299216;1,1023628;1,574804;2,1259854;2,4803163;2,8346472;3,3464585;3,93701;4,5275615;5,905515;59481,29;91823,3;3455
1171;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;528;B;0,7086618;1,4566937;2,1653555;2,7165369;3,2283482;3,8582698;4,6456718;5,1574831;5,8661449;9,0944931;59045,4;90174,35;2870
1172;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;180;B;0,6692917;0,9055123;1,181103;1,6141741;2,2047256;2,7952771;3,5039389;4,8425223;7,6377994;11,3385888;59466;91820;3455
1173;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;528;B;1,2598432;2,0078751;2,6377967;3,1102379;3,5826791;4,2519708;4,7637821;5,511814;6,299216;9,4881941;59062;90164;2870
1174;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;180;B;0,6692917;1,0236226;1,4566937;1,9291349;2,4015761;3,0314977;3,7401595;4,4488213;5,7480346;8,8189024;59444,76;91803,702;3455
1175;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;528;B;0,9055123;1,4173236;1,968505;2,5984266;3,2677183;3,7795296;4,4488213;5,3543336;6,7322871;9,4881941;59076,06;90226,7;2870
1179;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;180;B;0,16;0,55;0,79;1,06;1,42;1,97;2,76;3,9;5,04;8,78;59406,58;91773,59;3455
1180;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,31;0,59;0,87;1,42;2,32;3,27;4,29;5,35;7,09;11,77;58979,76;91502,38;3470
1181;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;528;B;0,12;0,43;0,94;1,85;2,91;3,94;4,92;6,02;7,52;11,77;59128,8;90224,02;2870
1182;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;180;B;0,08;0,31;0,67;1,02;1,69;2,56;3,43;4,41;5,87;12,24;59392,65;91758,52;3455
1183;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,08;0,12;0,39;1,1;2,4;3,54;4,65;5,94;9,61;12,01;58991,27;91477,5;3470
1184;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;180;B;0,43;0,67;0,94;1,3;1,73;2,13;2,64;3,46;4,45;6,73;59354,14;91745,98;3455
1185;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;152;B;0,79;1,1;1,46;1,81;2,24;2,72;3,23;3,86;4,96;8,19;59222,5;91662,7;3455
1186;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;180;B;0,47;0,75;1,02;1,38;1,73;2,13;2,68;3,46;4,69;7,4;59332,99;91731,74;3455
1187;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;152;B;0,35;0,59;0,91;1,34;1,81;2,32;2,87;3,58;4,69;7,91;59246,68;91678;3455
1188;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;528;B;0,12;0,39;0,71;1,5;2,6;3,58;4,65;5,59;7,6;11,46;59154,55;90248,39;2870
1189;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;152;B;0,51;0,71;0,91;1,18;1,61;2,2;2,87;3,82;5,31;7,52;59300,27;971,85;3455
1190;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;152;B;0,24;0,51;0,79;1,18;1,69;2,28;2,87;3,58;4,57;11,34;59259,17;91680,26;3455
1191;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;547;B;0,47;0,75;1,34;1,97;2,8;3,66;4,57;5,43;6,14;7,44;59019,52;90285,13;2870
1192;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;152;B;0,51;0,79;1,06;1,42;1,89;2,48;3,19;3,94;4,76;9,84;59307,86;91694,41;3455
1193;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,08;0,2;0,35;0,55;0,94;1,69;2,4;3,5;4,84;9,92;59057,73;91452,87;3470
1194;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;547;B;0,12;0,35;0,67;0,94;1,57;2,72;4,09;6,02;8,86;15,71;59007,02;90313,27;2870
1195;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;152;B;0,31;0,55;0,79;1,1;1,46;2,01;2,68;3,58;5,35;8,78;59335,7;91677,81;3455
1196;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,16;0,47;0,71;1,02;1,69;2,48;3,19;3,94;4,72;10;58998,49;91448,95;3470
1197;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;547;B;0,12;0,35;0,59;1,61;2,56;3,7;4,69;5,95;7,48;12,13;59005,92;90354,31;2870
1198;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;152;B;0,5905515;1,1023628;1,5354339;1,9291349;2,2440957;2,5590565;2,9527575;3,7795296;5,0000027;6,5748067;59249;91628;3455
1199;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;547;B;1,1417329;1,7716545;2,1259854;2,4803163;3,149608;3,543309;4,3700811;5,3937037;6,1023655;7,9527602;59013;90382;2870
1200;Stage 2;3455;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;4;30;180;B;0,6692917;1,0629927;1,574804;2,0078751;2,4015761;2,8740173;3,2677183;3,6614193;4,4881914;6,9685077;59448;91746;3455
1201;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;11;12;4;30;200;B;0,6692917;1,1023628;1,6141741;2,0078751;2,4803163;2,9527575;3,6220492;4,2519708;4,9212625;6,8503974;59047;91430;3470
1202;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;528;B;1,2204731;1,8503947;2,5196864;3,2283482;3,7795296;4,3700811;4,8818924;5,4724439;6,5354366;11,1417383;59080;90255;2870
1203;Stage 2;3455;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;4;30;180;B;0,5905515;0,9842525;1,4173236;1,8503947;2,2440957;2,5590565;3,3070884;4,1732306;5,3149635;8,1102406;59498;91760;3455
1204;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;547;B;1,0236226;1,7716545;2,5590565;3,1889781;3,7401595;4,1732306;4,9212625;5,7086645;6,692917;12,6378021;59080;90303;2870
1205;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;547;B;1,0236226;1,6535442;2,2834658;2,8740173;3,4251987;4,1338605;4,8425223;5,905515;7,4015788;11,2598486;59015;90438;2870
1206;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;148;B;0,6299216;1,3385834;1,9291349;2,4015761;3,0314977;3,6614193;4,1732306;4,5669316;6,692917;9,842525;59457;91685;3455
1207;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;547;B;0,6692917;1,7716545;2,5196864;3,1889781;3,8976399;4,4094512;5,1968532;6,1417356;7,6771695;8,5826818;59077;90318;2870
1208;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;547;B;0,9448824;1,4960638;2,0866153;2,8740173;3,5826791;4,2519708;4,9212625;5,8661449;7,4015788;12,7559124;59019;90467;2870
1209;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;148;B;0,56692944;1,20472506;1,73622141;2,16141849;2,72834793;3,29527737;3,75590754;4,11023844;6,0236253;8,8582725;59484;91672;3455
1210;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;547;B;0,609055447;1,612205595;2,292914624;2,901970071;3,546852309;4,012600592;4,729136412;5,588979396;6,986224245;7,810240438;59027;90786;2870
1211;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;547;B;0,9842525;1,4173236;1,8503947;2,5196864;3,2677183;4,0944904;5,0787429;6,0629954;8,3070911;13,0315031;59072;90411;2870
1212;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;520;B;0,787402;1,4566937;2,2834658;3,0314977;3,7007894;4,3700811;5,118113;5,9448851;7,2047283;13,0315031;59010;90550;2870
1213;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;547;B;0,393701;0,6692917;0,9448824;1,6535442;2,755907;3,8188997;5,0787429;6,0629954;7,7559097;11,1417383;59068;90467;2870
1214;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;520;B;0,393701;0,7086618;1,4960638;2,2440957;3,149608;3,8582698;4,8425223;5,905515;7,6771695;9,0157529;59027;90606;2870
1215;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;148;B;0,7480319;1,2992133;1,968505;2,5196864;2,9921276;3,6220492;4,1732306;4,724412;5,9448851;9,842525;59528;91739;3455
1216;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;520;B;0,12;0,35;0,55;0,91;2,17;3,35;4,69;6,14;7,72;15,2;59069,41;90525,36;2870
1217;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;520;B;0,24;0,55;0,87;1,26;2,05;2,99;4,37;5,79;7,32;10,87;59056,82;90628,38;2870
1218;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;152;B;0,28;0,39;0,59;0,98;1,5;2,09;2,72;3,94;5,63;9,13;59224,85;91617,95;3455
1219;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;520;B;0,12;0,47;0,75;1,06;1,77;2,95;4,37;5,98;8,5;11,97;59056,24;90571,79;2870
1220;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;520;B;0,16;0,51;0,83;1,14;1,65;2,56;3,86;5,35;8,35;18,27;59108,42;90640,87;2870
1221;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;148;B;0,16;0,43;0,59;0,87;1,22;2,05;2,99;4,21;5,98;9,72;59514,08;91686,61;3455
1222;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;520;B;0,12;0,35;0,59;0,79;1,18;1,81;3,27;6,02;9,65;18,23;59048,64;90597,15;2870
1223;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;492;B;0,43;0,79;1,06;1,57;2,4;3,31;4,33;5,59;7,52;14,72;59147,7;90666,72;2870
1224;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;148;B;0,08;0,08;0,12;0,31;0,67;1,77;2,83;4,17;6,42;13,11;59561,56;91780,96;3455
1225;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;520;B;0,12;0,12;0,16;0,47;0,83;1,65;3,86;6,04;10,16;15,08;59100,46;90546,26;2870
1226;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;520;B;0,12;0,47;0,67;1,02;1,81;2,83;4,13;5,47;6,69;10,94;59153,46;90632,54;2870
1227;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;180;B;0,31;0,47;0,59;0,79;1,06;1,57;2,4;3,58;5,24;7,48;59573,66;91819,37;3455
1228;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;520;B;0,31;0,67;1,1;1,73;2,64;3,58;4,72;5,91;8,23;13,5;59128,69;90531,85;2870
1229;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;520;B;0,75;1,06;1,42;1,85;2,52;3,43;4,33;5,47;7,13;12,01;59161,44;90600,85;2870
1230;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;148;B;0,12;0,43;0,71;1,02;1,5;2,32;3,31;4,41;5,83;11,26;59591,54;91752,08;3455
1231;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;520;B;0,12;0,39;0,63;1,06;1,97;2,95;4,13;5,83;8,11;14,06;59074,95;90608,67;2870
1232;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;148;B;0,43;0,71;1,02;1,5;2,01;2,6;3,19;4,06;5,35;9,84;59559,24;91677,84;3455
1233;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;520;B;0,12;0,39;0,67;1,06;1,93;3,03;4,29;5,79;8,11;14,06;59151;90526;2870
1234;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;148;B;0,31;0,55;0,87;1,34;1,89;2,4;3,07;4,06;5,35;9,84;59512;9645;3455
1235;Stage 4;2870;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;528;B;0,9448824;1,6141741;2,2047256;2,8346472;3,3070884;3,7795296;4,3700811;5,2755934;6,8897675;8,1889808;59094;90200;2870
1236;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;148;B;0,5905515;0,787402;1,0629927;1,3779535;1,7716545;2,362206;2,9921276;3,7795296;5,2362233;8,3070911;59456;91618;3455
1237;Stage 4;2870;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;548;B;0,5118113;0,9448824;1,4566937;2,2047256;3,0314977;3,93701;4,9606326;5,9448851;7,7952798;12,2441011;59116;90308;2870
1238;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;123;B;0,6692917;0,9448824;1,2598432;1,6929143;2,2440957;2,9527575;3,5826791;4,6456718;7,0472479;10,5905569;59404;91644;3455
1239;Stage 4;2870;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;548;B;0,9055123;1,3385834;1,7322844;2,2834658;2,9527575;3,7007894;4,5669316;5,8267748;7,480319;9,8818951;59110;90429;2870
1240;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;123;B;0,6692917;0,9055123;1,181103;1,5354339;2,0078751;2,4015761;2,9133874;3,543309;4,4094512;6,8110273;59367;91639;3455
1241;Stage 4;2870;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;548;B;0,5511814;0,9842525;1,6535442;2,4409462;3,149608;3,8976399;4,5669316;5,9448851;7,6771695;9,5669343;59131;90372;2870
1242;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;123;B;0,7480319;1,181103;1,6929143;2,3228359;2,7952771;3,2677183;3,8188997;4,4881914;5,2755934;7,5196891;59331;91613;3455
1243;Stage 4;2870;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;548;B;0,9055123;1,2204731;1,6535442;2,2440957;2,9921276;3,6220492;4,4488213;5,6692944;8,1889808;14,566937;59122;90439;2870
1244;Stage 2;3455;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;4;30;123;B;0,5511814;0,8661422;1,3385834;1,8503947;2,4803163;3,1102379;3,8582698;4,330711;5,6299243;9,6850446;59288;91603;3455
1245;Stage 4;2870;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;548;B;0,8661422;1,574804;2,3228359;2,8740173;3,3464585;3,9763801;4,7637821;5,5511841;7,0078778;9,4094539;59145;90353;2870
1246;Stage 2;3455;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;4;30;123;B;0,8267721;1,574804;2,2047256;2,6771668;3,1889781;3,5826791;3,93701;4,4488213;5,1968532;8,6220519;59388;91612;3455
1247;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;4;30;134;C;0,7480319;0,9842525;1,3385834;1,9291349;2,4803163;3,0314977;3,4645688;3,9763801;4,8818924;8,5826818;59260;91476;3470
1248;Stage 4;2870;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;548;B;0,8661422;1,574804;2,3228359;2,8740173;3,3464585;3,9763801;4,7637821;5,5511841;7,0078778;9,4094539;59154;90376;2870
1249;Stage 2;3455;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;4;30;123;B;0,8267721;1,574804;2,2047256;2,6771668;3,1889781;3,5826791;3,93701;4,4488213;5,1968532;8,6220519;59249;91573;3455
1250;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;4;30;134;C;0,7480319;0,9842525;1,3385834;1,9291349;2,4803163;3,0314977;3,4645688;3,9763801;4,8818924;8,5826818;59296;91493;3470
1251;Stage 4;2870;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;548;B;0,12;0,39;0,71;1,1;1,73;2,72;4,21;5,43;7,56;15,83;59144,1;90304,06;2870
1252;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;4;30;134;C;0,35;0,63;0,94;1,34;1,85;2,48;3,27;4,37;5,91;9,53;59296,28;91428,92;3470
1253;Stage 4;2870;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;548;B;0,2;0,51;0,83;1,22;1,77;2,64;3,82;5,39;7,28;10,28;59153,79;90421,94;2870
1254;Stage 2;3470;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;4;30;134;C;0,63;0,91;1,14;1,46;1,85;2,44;3,15;4,21;6,38;11,69;59337,67;91439,74;3470
1255;Stage 4;2870;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;548;B;0,39;0,51;0,79;1,18;1,93;3,19;4,29;5,55;7,09;12,2;59139,75;90261,37;2870
1256;Stage 4;2870;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;548;B;0,35;0,59;0,87;1,22;1,97;3,07;4,41;5,75;7,72;11,57;59115,04;90502,02;2870
